id,symbol,name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath_change_percentage,atl_change_percentage
michicoin,$michi,michi,0.099485,55324630,793,55324630.0,13352556.0,0.110392,0.093787,-0.009930699509290736,-9.07615,-5572744.365619831,-9.15104,555770695.0,555770695.0,1000000000.0,-83.0443,202.03871
degen-spartan-ai,degenai,Degen Spartan AI,0.055325,55287800,795,55287800.0,47760730.0,0.063784,0.04383635,0.00634257,12.94867,6354480.0,12.986,999949985.562076,999949985.562076,999994441.36,-46.83907,1770.66883
a3s,aa,A3S,0.229724,55246681,796,68985263.0,2938594.0,0.23579,0.228413,-0.005289830681944718,-2.25086,-1093649.1938497797,-1.94115,240195062.5232677,299926062.5232677,1000000000.0,-88.87383,14.00267
ampleforth-governance-token,forth,Ampleforth Governance,5.08,55189003,797,77783133.0,2017489.0,5.28,4.95,-0.09300321587513329,-1.79771,-1214256.0975300297,-2.15281,10854225.790723708,15297897.14455933,,-97.1796,156.88785
sweatcoin,sweat,Sweat Economy,0.00717006,55186401,798,152837797.0,3557338.0,0.00760465,0.00698257,-0.000307982675247108,-4.1185,-2081464.3527279124,-3.63461,7680405051.48,21270751019.83,,-92.1563,70.74203
myro,$myro,Myro,0.05487,55164508,799,55164508.0,13042455.0,0.057097,0.052622,-0.000373087856682164,-0.67536,-329024.95256383717,-0.59291,999981490.49,999981490.49,1000000000.0,-87.53745,2666.51104
elysia,el,ELYSIA,0.00809478,55138820,794,55138820.0,3186470.0,0.00839967,0.00764444,-0.000207086954307685,-2.49446,-1899960.9160295948,-3.331,6803300704.688,6803300704.688,7000000000.0,-88.22298,40676.90459
forta,fort,Forta,0.106379,55122688,800,106688046.0,521459.0,0.110859,0.105458,-0.00448047398336196,-4.04159,-2072616.3527039066,-3.62375,516671642.8491945,1000000000.0,1000000000.0,-88.97273,27.85705
railgun,rail,Railgun,0.95637,55072366,801,55072366.0,232610.0,1.002,0.95357,-0.04557198711381749,-4.54837,-2625856.375501938,-4.55102,57500000.0,57500000.0,100000000.0,-77.26169,318.54307
navi,navx,NAVI Protocol,0.141066,54764282,802,141662894.0,3781187.0,0.148783,0.129828,0.00744669,5.57308,3143442.0,6.08948,386581699.59,1000000000.0,1000000000.0,-66.05822,369.78664
comedian,ban,Comedian,0.054134,54520840,803,54520840.0,147657928.0,0.055844,0.05166,0.000302,0.56102,196669.0,0.36203,999961859.27,999961859.27,1000000000.0,-85.63513,484.42214
elastos,ela,Elastos,2.42,54426419,804,62548667.0,471202.0,2.49,2.38,-0.034511912022857416,-1.40589,-707937.9418779463,-1.28402,22448510.0,25798581.0,28219999.0,-97.28137,205.27584
toshi,toshi,Toshi,0.00012876,54232017,805,54232017.0,9149594.0,0.00014414,0.00012723,-1.1647667487789e-05,-8.29551,-4890533.729273029,-8.27186,420690000000.0,420690000000.0,420690000000.0,-83.79148,678402.53122
orderly-network,order,Orderly Network,0.246131,54050549,806,247621090.0,21041774.0,0.259525,0.236224,0.00379846,1.56746,1091659.0,2.06133,218279261.15832558,1000000000.0,1000000000.0,-19.90917,137.01107
mcdull,mcdull,McDull (Meme),6.09e-06,53950621,807,53950621.0,205161.0,6.27e-06,5.96e-06,-1.51979945914e-07,-2.43551,-1514996.3298923224,-2.73142,8888888628035.906,8888888628035.906,8888888881996.0,-42.67272,84.69439
loom-network,loomold,Loom Network (OLD),0.0644,53925729,812,64665772.0,402383.0,0.06812,0.063005,-0.001154325647617999,-1.76086,-724094.7297270298,-1.32497,833914552.0,1000000000.0,,-91.656,719.68983
m3m3,m3m3,M3M3,0.053828,53858761,808,53858761.0,1849203.0,0.059462,0.052025,-0.003615285806567496,-6.29366,-3150098.0039709434,-5.52563,999999979.34,999999979.34,999999979.34,-71.21369,5.77355
metacade,mcade,Metacade,0.03054568,53726101,809,61186412.0,3100723.0,0.03228235,0.02911041,0.00026485,0.87465,540689.0,1.01661,1756144842.0865574,2000000000.0,2000000000.0,-35.54448,565.95888
karrat,karrat,Karrat,0.292478,53563930,810,292573231.0,1395521.0,0.312716,0.268535,-0.000501946272450482,-0.17132,118334.0,0.22141,183078711.0,1000000000.0,1000000000.0,-76.82866,15.44289
coco-coin,coco,COCO COIN,0.00156342,53534981,811,53534981.0,2126803.0,0.0016165,0.00145111,6.384e-05,4.25737,2227171.0,4.3408,34200000000.0,34200000000.0,34200000000.0,-41.60392,127.20035
swftcoin,swftc,SWFTCOIN,0.00593745,53304751,815,59498550.0,2326954.0,0.00637391,0.00592149,-0.00037365651254872,-5.92062,-3409083.6573321074,-6.01103,8958999999.0,10000000000.0,,-77.14786,1180.89441
ethernity-chain,ern,Ethernity Chain,2.26,53256694,813,67682187.0,3937038.0,2.37,2.22,-0.11458004014430312,-4.83498,-2675597.523297593,-4.78364,23605927.826507945,30000000.0,30000000.0,-96.94864,92.84403
aurora-dao,idex,IDEX,0.058155,53220448,818,58239988.0,5210127.0,0.061709,0.056712,-0.001321607569317262,-2.22206,-1118806.1703880727,-2.05893,913812828.8359144,1000000000.0,1000000000.0,-93.78953,932.95814
litentry,lit,Litentry,0.800331,53181565,814,80035572.0,5201949.0,0.828181,0.773968,-0.011551971530857852,-1.42286,-830408.5368237197,-1.53745,66447411.0,100000000.0,100000000.0,-93.98348,97.83949
wen-4,wen,Wen,7.279e-05,53149326,816,53149326.0,8094587.0,7.633e-05,7.078e-05,-2.311510295171e-06,-3.07803,-1578537.8661033437,-2.88434,727647588748.2019,727647588748.2019,1000000000000.0,-85.70226,367.82448
picoin,𝜫,PiCoin,1.6903e-08,53103166,817,53103166.0,29.22,,,,,,,3141592653589793.0,3141592653589793.0,3141592653589793.0,-2.19713,1528.43452
spiko-us-t-bills-money-market-fund,ustbl,Spiko US T-Bills Money Market Fund,1.03,53002482,819,53002482.0,0.0,1.03,1.03,0.000169,0.01641,918336.0,1.76318,51451676.67607,51451676.67607,,0.0,1.73057
star-atlas,atlas,Star Atlas,0.00298208,52968965,820,107699274.0,1240587.0,0.00316024,0.00292069,-6.5440706871674e-05,-2.14734,-1093564.8623170108,-2.02278,17705622810.8681,36000000000.0,36000000000.0,-98.87996,124.54834
odos,odos,Odos,0.03293605,52769006,821,329806290.0,10807531.0,0.03580875,0.02857939,0.00282595,9.38538,4682031.0,9.73659,1600000001.378885,10000000000.0,10000000000.0,-32.33222,80.75804
thunder-token,tt,ThunderCore,0.00451685,52701144,822,52701144.0,169473654.0,0.00644885,0.0040889,0.00027099,6.38237,3405198.0,6.90766,11664154632.0,11664154632.0,,-91.38523,83.09315
nakamoto-games,naka,Nakamoto Games,0.805849,52577505,823,145634471.0,14126836.0,0.845253,0.781693,-0.005853705594476399,-0.72116,-378933.54971354455,-0.71556,64984277.5,180000000.0,180000000.0,-87.98812,1498.079
layer3,l3,Layer3,0.102993,52528012,824,344202143.0,51950026.0,0.114864,0.096126,-0.000449615974921699,-0.43465,51497.0,0.09813,508693442.0650438,3333333333.0,3333333333.0,-30.26631,192.72259
ahatoken,aht,AhaToken,0.00887695,52363396,825,68649851.0,749117837.0,0.01298746,0.00634982,0.00226749,34.30681,13773278.0,35.6912,5896722052.93106,7730764631.06281,10500000000.0,-76.7887,250.31038
fimarkcoin-com,fmc,Fimarkcoin.com,0.002025,52292756,826,260235335.0,14602968.0,0.00205023,0.00199256,-1.332354303961e-05,-0.65365,-329467.0142217353,-0.6261,25784869818.0,128318618918.0,,-4.39097,315.3878
auki-labs,auki,AUKI,0.04039983,52285171,827,404946302.0,481764.0,0.04283442,0.03668617,0.00352641,9.56356,4668448.0,9.80422,1290927741.486958,9998177315.160145,10000000000.0,-31.48421,423.18529
alkimi,$ads,Alkimi,0.270455,52026055,828,67702012.0,296271.0,0.284767,0.263938,-0.014312106377955325,-5.02591,-2570594.0550992712,-4.70834,192114136.07490656,250000000.0,250000000.0,-69.60984,533.44597
gains-network,gns,Gains Network,1.58,51983416,829,51983416.0,3709479.0,1.63,1.54,-0.03667354921059096,-2.26894,-1232398.2130741924,-2.31585,32839004.0,32839004.0,,-87.3074,495.81629
wrapped-quil,quil,Wrapped QUIL,0.060384,51955579,830,51955579.0,1240459.0,0.064212,0.059693,-0.000583827869151787,-0.9576,-1402908.7098214924,-2.62921,860343320.2486511,860343320.2486511,,-86.67901,3.79028
socean-staked-sol,inf,Sanctum Infinity,236.91,51749937,832,158501966.0,4559659.0,244.8,232.36,-7.2034568641819305,-2.95084,-1430617.5991343781,-2.69011,218184.16910874,668264.0,668264.0,-28.05885,2552.49258
rei-network,rei,REI Network,0.053002,51694397,831,53040609.0,2012487.0,0.054679,0.051809,-0.001272270139046815,-2.34417,-1182201.1206652224,-2.23577,974619212.0,1000000000.0,1000000000.0,-85.00069,177.62372
stonks-4,stnk,Stonks,88.54,51524515,833,51524515.0,530485.0,95.31,86.9,-1.808368635879532,-2.00149,-1302152.1918647066,-2.46495,581918.074890483,581918.074890483,581918.12,-75.93234,15.24576
messier,m87,MESSIER,5.792e-05,51330853,834,51330853.0,951315.0,6.178e-05,4.948e-05,-1.052184299661e-06,-1.78432,-641169.1329574734,-1.23368,884846293944.9,884846293944.9,884846293944.9,-60.157,211128.08194
storx,srx,StorX,0.101864,51231990,835,61303303.0,4756168.0,0.107078,0.099927,-0.005184671231204668,-4.8433,-2414728.975507356,-4.50117,502739952.3,601569835.275823,1500000000.0,-97.83798,1089.48333
tribal-token,tribl,Tribal Token,0.324018,51012708,836,324444296.0,4404.5,0.326808,0.319863,0.00178172,0.55292,363245.0,0.71717,157231022.37,1000000000.0,1000000000.0,-90.18371,478.9171
suiai,suai,SuiAI,0.050613,50948267,838,50948267.0,3660823.0,0.054553,0.04139529,0.00447274,9.69376,4862064.0,10.54993,1000000000.0,1000000000.0,1000000000.0,-19.857,9853.6847
uquid-coin,uqc,Uquid Coin,5.09,50923481,837,203693926.0,103266.0,5.18,4.84,-0.001999139632211211,-0.03929,36599.0,0.07192,10000000.0,40000000.0,,-87.69362,19437.09523
firmachain,fct,Firmachain,0.053697,50728152,839,51300477.0,45074730.0,0.063295,0.052538,-0.001833264564245672,-3.30141,-1687981.9799674377,-3.22035,944333310.379326,954987468.146405,,-87.86553,345.51164
perpetual-protocol,perp,Perpetual Protocol,0.696374,50549002,840,104425898.0,6972033.0,0.718855,0.675856,-0.011173284826863417,-1.57916,-1109714.443463318,-2.14816,72609864.24405634,150000000.0,150000000.0,-97.13979,120.58903
pocket-network,pokt,Pocket Network,0.02977191,50409523,841,51330773.0,461526.0,0.031147,0.02916233,-0.000855464497898462,-2.79314,-1130436.6838862225,-2.19332,1690245284.338041,1721135056.795616,,-99.03856,37.56219
magpie,mgp,Magpie,0.110951,50211963,842,111245941.0,270400.0,0.117359,0.11088,-0.006377792124199921,-5.43583,-3005475.239109218,-5.64754,451359955.4316976,1000000000.0,1000000000.0,-46.96012,1316.07343
electroneum,etn,Electroneum,0.00277296,50118497,843,58537215.0,636046.0,0.00302056,0.00270159,-0.000244121692327259,-8.09131,-4143146.0649302155,-7.6355,17979817604.56,21000000000.0,,-98.66713,119.40649
marcopolo,mapo,MAP Protocol,0.00912544,49985469,844,88594405.0,1390843.0,0.0092596,0.00888552,0.00023992,2.70015,1598646.0,3.30389,5471229126.924388,9697223991.055454,10000000000.0,-96.67342,33.30135
looksrare,looks,LooksRare,0.050235,49895619,845,49895619.0,4011501.0,0.051408,0.04810196,0.0001216,0.24264,114205.0,0.22941,993653263.6997182,993653263.6997182,1000000000.0,-99.29681,82.39067
stride,strd,Stride,0.541175,49868013,846,49868013.0,59635.0,0.559086,0.532763,-0.016004682458986008,-2.87245,-1507567.2412534058,-2.9344,92069259.972214,92069259.972214,100000000.0,-93.0567,202.50388
maple,mpl,Maple,12.63,49771316,847,126323811.0,1088642.0,13.35,12.4,-0.2527339893937537,-1.96232,-833535.4255066738,-1.64715,3939978.993612421,10000000.0,10000000.0,-81.51956,375.54069
myria,myria,Myria,0.00183429,49746824,848,92344413.0,1888118.0,0.00203962,0.00179432,-8.2037688103108e-05,-4.28099,-2096154.8603377417,-4.04328,26935480809.0,50000000000.0,50000000000.0,-88.85506,58.76351
swell-network,swell,Swell,0.02719921,49691940,849,272767927.0,17802659.0,0.02831728,0.02624806,-0.000569495913684791,-2.05086,-929267.6136048064,-1.83573,1821766221.99952,10000000000.0,10000000000.0,-60.66876,4.21886
manta-meth,meth,Manta mETH,3264.8,49586794,850,49586794.0,8337.64,3339.26,3179.12,-56.78636352803187,-1.70962,-1023094.6334637702,-2.02153,15181.88358864766,15181.88358864766,,-21.20817,50.76008
ai-analysis-token,aiat,AI Analysis Token,0.447672,49575855,851,224634901.0,323983.0,0.468481,0.439977,-0.004786927231184679,-1.05798,-350239.8835195452,-0.70152,110347623.6743895,500000000.0,500000000.0,-51.59385,102.29009
teddy-bear,bear,TEDDY BEAR,4.9431e-08,49486929,852,49486929.0,329241.0,5.3499e-08,4.9144e-08,-3.273781951e-09,-6.21155,-3514555.827225432,-6.63105,999000000000212.0,999000000000212.0,999000000000212.0,-61.82814,2754.3976
whiteheart,white,Whiteheart,5548.91,49318744,853,49318744.0,5.31,5669.97,5512.8,-39.24827962517793,-0.70235,-349599.9891778007,-0.70387,8888.0,8888.0,8888.0,-20.66666,9617.88499
zeta,zex,Zeta,0.086542,49225957,854,86758372.0,1158662.0,0.092519,0.081136,0.00270656,3.22842,1658452.0,3.48652,567391435.25,1000000000.0,1000000000.0,-71.79433,282.12843
avalanche-old-bridged-wbtc-avalanche,wbtc,Avalanche Bridged WBTC (Avalanche),93463.0,49167871,855,49167871.0,613941.0,95025.0,90975.0,-201.376212021205,-0.215,-284872.7655631006,-0.57605,525.29859958,525.29859958,,-13.50333,86.74222
hairdao,hair,HairDAO,75.98,49064630,856,116452568.0,52373.0,89.74,74.83,-13.080881714604061,-14.6879,-8707262.234592848,-15.0718,646036.9496260015,1533338.0,,-49.63253,3127.66814
tensor,tnsr,Tensor,0.39221,49024714,857,392197713.0,10932487.0,0.398635,0.370428,-0.00292440865017396,-0.7401,-378062.44725125283,-0.76527,125000000.0,1000000000.0,1000000000.0,-82.45331,56.73214
gelato,gel,Gelato,0.207681,49020987,858,87433353.0,377035.0,0.216989,0.206649,-0.009307869130689985,-4.28956,-2073462.395390734,-4.0581,235866956.52585274,420690000.0,420690000.0,-95.06899,75.55966
play-2,play,PLAY,0.065009,48890988,859,64990085.0,595260.0,0.075588,0.06438,-0.010578319023432052,-13.99474,-8227384.648418352,-14.40409,752283803.1131,1000000000.0,1000000000.0,-66.58858,477.20879
aixcb-by-virtuals,aixcb,aixCB by Virtuals,0.04849872,48592444,860,48592444.0,2765650.0,0.053106,0.04020554,0.00138019,2.92918,1561990.0,3.32123,993506898.7058917,993506898.7058917,993506898.0,-56.96738,704.26611
usd,usd+,Overnight.fi USD+,1.0,48232784,861,48232784.0,2057710.0,1.005,0.983713,-0.000166036246763701,-0.0166,179805.0,0.37418,48085096.3705041,48085096.3705041,,-20.2776,35.63181
sai,sai,Sai,17.92,48153265,862,48153265.0,236.32,19.19,17.54,-0.8814828639543357,-4.68913,-2369332.243084118,-4.68965,2685720.895409757,2685720.895409757,2685720.895409757,-29.15704,1834.39939
mountain-protocol-usdm,usdm,Mountain Protocol USD,1.0,48084863,863,48084863.0,1864801.0,1.005,0.985747,0.0019098,0.19125,168865.0,0.35242,48000500.64,48000500.64,,-13.95339,83.85746
funfair,fun,FUNToken,0.00452068,47983547,864,49798940.0,3554846.0,0.00458588,0.0043321,0.00010398,2.35432,1105259.0,2.35772,10598879189.265394,10999873621.0,,-97.63086,329.03852
melon,mln,Enzyme,17.72,47945783,865,47945783.0,3707682.0,18.74,17.47,-1.0106772785872096,-5.39606,-2609554.093266964,-5.16178,2701111.942828782,2701111.942828782,2701111.942828782,-93.12869,890.4613
build-3,build,BUILD,0.04901125,47854777,866,47854777.0,22356334.0,0.062498,0.03854939,0.00213512,4.55482,784529.0,1.66672,999995038.14688,999995038.14688,1000000000.0,-27.12326,139.56184
gems-vip,gems,Gems VIP,0.111109,47749084,867,93736599.0,11642401.0,0.116307,0.092603,0.01466953,15.2112,7127443.0,17.54593,427278350.2892769,838793459.2524238,,-64.65626,309.40025
the-doge-nft,dog,Own The Doge,0.00350824,47731064,868,59704710.0,92309.0,0.00359826,0.00347893,-9.0024280415683e-05,-2.50188,-1008692.5612455681,-2.06955,13566462059.505888,16969696969.0,16969696969.0,-91.60063,1753899.77624
butthole-coin,butthole,Butthole Coin,0.04680071,47523737,870,47523737.0,28969757.0,0.057981,0.0321868,-0.00016540981296459,-0.35219,1428069.0,3.09806,999991959.0,999991959.0,999991959.0,-62.59209,459.17861
deapcoin,dep,DEAPCOIN,0.00172047,47464149,869,51544865.0,815281.0,0.00175208,0.00171028,-2.3216291170921e-05,-1.33145,-584004.5335644707,-1.21546,27526332268.328953,29892900001.328953,30000000000.0,-97.80982,152.09741
hackenai,hai,Hacken,0.05684,47444820,871,56915060.0,126385.0,0.05765,0.056359,-0.00044610584340208,-0.77873,-314530.8612437248,-0.65857,833607486.0,1000000000.0,1000000000.0,-87.77776,2331.04836
usd-coin-avalanche-bridged-usdc-e,usdc.e,Avalanche Bridged USDC (Avalanche),0.998063,47428289,872,47428289.0,2540274.0,1.01,0.978408,-0.004141698798401983,-0.41326,-123110.1717472598,-0.2589,47450516.604673,47450516.604673,,-22.06365,13.60088
realio-network,rio,Realio Network Token,0.770841,47299832,873,47299832.0,5548974.0,0.792974,0.750116,-0.015601877384239128,-1.98385,-1342112.1328812316,-2.75917,61382900.11283359,61382900.11283359,175000000.0,-85.05993,5597.79818
cronos-bridged-wbtc-cronos,wbtc,Cronos Bridged WBTC (Cronos),93647.0,47298889,874,47298889.0,341374.0,95586.0,90599.0,-388.69084335354273,-0.41334,-112691.06358496845,-0.23769,504.39,504.39,,-17.04083,78.42755
kiki-2,kiki,KIKICat,0.04716781,47156953,875,47156953.0,1719049.0,0.056606,0.04581097,-0.006353790719988553,-11.87145,-6218732.612569772,-11.65087,999987557.975935,999987557.975935,1000000000.0,-53.05111,2208.81903
neur-sh,neur,neur.sh,0.051611,47109200,876,52343817.0,25205186.0,0.0597,0.042646,-0.005018182372860197,-8.86142,-4576728.892400198,-8.85488,899955063.928889,999955063.928889,1000000000.0,-31.19914,790.47575
bugscoin,bgsc,BugsCoin,0.0077123,46950388,877,772420834.0,1625862.0,0.00794287,0.00708337,0.00049645,6.88,3196692.0,7.30611,6075000000.0,99945000000.0,100000000000.0,-33.31389,190.81655
aavegotchi,ghst,Aavegotchi,0.917514,46925359,878,48384346.0,5428405.0,0.945572,0.898018,-0.021995112075248624,-2.34113,-1199722.322440885,-2.49293,51157239.2140685,52747802.71425598,52747802.71425598,-74.6707,88.88478
sigma,sigma,Sigma,0.052579,46912205,879,46912205.0,4340607.0,0.059436,0.04067337,0.00553515,11.76601,4580231.0,10.81979,899847163.152604,899847163.152604,900000000.0,-69.43707,1271.96524
arbdoge-ai,aidoge,ArbDoge AI,2.48787e-10,46872712,880,46872712.0,6325969.0,2.56713e-10,2.37125e-10,-3.188521e-12,-1.26541,-684988.8164086044,-1.44033,1.87998180877789e+17,1.87998183142261e+17,2.1e+17,-77.71187,422.78495
major-frog,major,Major Frog,0.04711192,46703834,881,46703834.0,1024369.0,0.052461,0.04629293,-0.005107206088867555,-9.78034,-4963573.8538986,-9.60678,989445456.766752,989445456.766752,989445456.77,-49.35162,2767.57504
cheqd-network,cheq,CHEQD Network,0.054662,46401965,883,66995559.0,687917.0,0.055338,0.04646991,0.00533827,10.82285,5126347.0,12.41979,846162352.0,1221696521.0,,-92.38602,149.88418
rabbitcoin-2,rbtc,RabBitcoin,3.6e-06,46313249,884,76656412.0,545924.0,3.81e-06,3.48e-06,-2.07200236244e-07,-5.442,-1811462.0349612907,-3.7641,12687500000000.0,21000000000000.0,21000000000000.0,-88.54196,21.37688
amaterasu-omikami,omikami,AMATERASU OMIKAMI,0.04621676,46290461,885,46290461.0,354598.0,0.0475707,0.04087579,0.00304636,7.05658,3140706.0,7.27862,999592216.6089,999592216.6089,1000000000.0,-83.12311,3171.95283
groestlcoin,grs,Groestlcoin,0.533426,46275012,886,56038790.0,22801782.0,0.629814,0.52169,-0.013044750078476386,-2.38709,-1416378.1240966842,-2.96988,86705588.88736624,105000000.0,105000000.0,-80.54619,692834.76949
tri-sigma,trisig,Tri Sigma,0.04625452,46252075,882,46252075.0,8903928.0,0.04825522,0.03084869,0.00649508,16.33594,6502857.0,16.35971,999947197.679755,999947197.679755,1000000000.0,-48.8279,36017.82982
sentio-protocol,sen,Sentio Protocol,0.465848,46233620,887,46233620.0,4950861.0,0.570617,0.458348,-0.07910873523223838,-14.51652,-7715362.595471896,-14.30122,100000000.0,100000000.0,100000000.0,-41.73116,175.0553
zedxion,zedxion,Zedxion,0.376136,46123670,888,1793517118.0,833138.0,0.382418,0.368723,-0.004902563231217183,-1.28663,-563402.4358716309,-1.20676,122323849.6518,4756558137.0,4756558137.0,-74.0584,1.2448571049348603e+18
henlo-2,henlo,Henlo,2.60007e-07,45974738,890,51835898.0,3100713.0,3.02003e-07,2.46438e-07,-4.765656586e-09,-1.79991,-880594.652924642,-1.87939,176821438537458.88,199363788075573.1,210690000000000.0,-24.8187,459.76817
moo-deng-2,moodeng,MOO DENG,0.00010905,45930245,889,45930245.0,18148650.0,0.0001206,0.00010785,-1.0229686505677e-05,-8.57591,-4548749.395586744,-9.01117,420690000000.0,420690000000.0,420690000000.0,-74.08318,1907.54258
portal-2,portal,Portal,0.273478,45842010,891,274281962.0,19682763.0,0.285134,0.265925,-0.008673475127059571,-3.07405,-1591014.2661142945,-3.35423,167134615.0,1000000000.0,1000000000.0,-91.82634,35.21339
entangle,ngl,Entangle,0.077442,45810294,892,65294610.0,356586.0,0.085417,0.076503,-0.002920178717023991,-3.63379,-1219618.6993076429,-2.59328,591443578.0151917,843000000.0,843000000.0,-97.2501,98.6706
